"","County","Candidate","Party","Votes","PercentageOfTotalVotes","TotalCountyVotes","Year"
"867","Clark","Browne","L",631,0.465531487930119,135544,2000
"868","Clark","Buchanan","FDM",402,0.2965826595054,135544,2000
"869","Clark","Hagelin","NL",127,0.0936965118337957,135544,2000
"870","Clark","Phillips","CST",108,0.0796789234492121,135544,2000
"871","Clark","Moorehead","WW",100,0.0737767809714927,135544,2000
"872","Clark","McReynolds","SOC",36,0.0265596411497374,135544,2000
"873","Clark","Harris","SW",14,0.010328749336009,135544,2000
"874","Columbia","Bush","R",1523,72.2828666350261,2107,2000
"875","Columbia","Gore","D",515,24.4423350735643,2107,2000
"876","Columbia","Nader","GRN",45,2.13573801613669,2107,2000
"877","Columbia","Browne","L",9,0.427147603227337,2107,2000
"878","Columbia","Buchanan","FDM",9,0.427147603227337,2107,2000
"879","Columbia","Moorehead","WW",3,0.142382534409112,2107,2000
"880","Columbia","Phillips","CST",1,0.0474608448030375,2107,2000
"881","Columbia","Hagelin","NL",1,0.0474608448030375,2107,2000
"882","Columbia","Harris","SW",1,0.0474608448030375,2107,2000
"883","Cowlitz","Gore","D",18233,49.3290406363292,36962,2000
"884","Cowlitz","Bush","R",16873,45.6495860613603,36962,2000
"885","Cowlitz","Nader","GRN",1429,3.86613278502246,36962,2000
"886","Cowlitz","Browne","L",174,0.470753747091608,36962,2000
"887","Cowlitz","Buchanan","FDM",143,0.386883826632758,36962,2000
"888","Cowlitz","Moorehead","WW",34,0.0919863643742222,36962,2000
"889","Cowlitz","Phillips","CST",34,0.0919863643742222,36962,2000
"890","Cowlitz","Hagelin","NL",28,0.0757534765434771,36962,2000
"891","Cowlitz","McReynolds","SOC",9,0.0243493317461176,36962,2000
"892","Cowlitz","Harris","SW",5,0.0135274065256209,36962,2000
"893","Douglas","Bush","R",8512,66.2154803578374,12855,2000
"894","Douglas","Gore","D",3822,29.7316219369895,12855,2000
"895","Douglas","Nader","GRN",339,2.63710618436406,12855,2000
"896","Douglas","Buchanan","FDM",62,0.482302605989887,12855,2000
"897","Douglas","Browne","L",60,0.466744457409568,12855,2000
"898","Douglas","Phillips","CST",24,0.186697782963827,12855,2000
"899","Douglas","Moorehead","WW",17,0.132244262932711,12855,2000
"900","Douglas","Hagelin","NL",12,0.0933488914819137,12855,2000
"901","Douglas","Harris","SW",4,0.0311162971606379,12855,2000
"902","Douglas","McReynolds","SOC",3,0.0233372228704784,12855,2000
"903","Ferry","Bush","R",1896,62.4094799210007,3038,2000
"904","Ferry","Gore","D",932,30.678077682686,3038,2000
"905","Ferry","Nader","GRN",117,3.85121790651745,3038,2000
"906","Ferry","Browne","L",39,1.28373930217248,3038,2000
"907","Ferry","Buchanan","FDM",35,1.15207373271889,3038,2000
"908","Ferry","Phillips","CST",11,0.362080315997367,3038,2000
"909","Ferry","Hagelin","NL",4,0.131665569453588,3038,2000
"910","Ferry","Moorehead","WW",2,0.0658327847267939,3038,2000
"911","Ferry","McReynolds","SOC",1,0.032916392363397,3038,2000
"912","Ferry","Harris","SW",1,0.032916392363397,3038,2000
"913","Franklin","Bush","R",8594,63.1261936242104,13614,2000
"914","Franklin","Gore","D",4653,34.1780520052887,13614,2000
"915","Franklin","Nader","GRN",210,1.54252974878801,13614,2000
"916","Franklin","Browne","L",67,0.492140443660937,13614,2000
"917","Franklin","Buchanan","FDM",51,0.374614367562803,13614,2000
"918","Franklin","Phillips","CST",14,0.102835316585868,13614,2000
"919","Franklin","Hagelin","NL",9,0.0661084178052005,13614,2000
"920","Franklin","Moorehead","WW",8,0.0587630380490671,13614,2000
"921","Franklin","McReynolds","SOC",6,0.0440722785368004,13614,2000
"922","Franklin","Harris","SW",2,0.0146907595122668,13614,2000
"923","Garfield","Bush","R",982,73.8901429646351,1329,2000
"924","Garfield","Gore","D",300,22.5733634311512,1329,2000
"925","Garfield","Nader","GRN",35,2.63355906696764,1329,2000
